,Unnamed: 0,Player,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,Age,Pos,GS,YOE,BPM,VORP,WS/48,Salary
344,344,Shake Milton,5.5,1.8,1.8,0.4,0.1,0.7,0.453,0.358,28.0,SG,2.0,8.0,-2.2,0.0,0.077,"2,875,000"
345,345,Aaron Holiday,5.5,1.3,1.3,0.3,0.2,0.6,0.437,0.398,28.0,PG,3.0,8.0,-0.2,0.3,0.122,"4,668,000"
346,346,Jeff Green,5.4,1.8,0.6,0.2,0.1,0.3,0.504,0.367,38.0,PF,3.0,19.0,0.4,0.2,0.159,"8,000,000"
347,347,Jonathan Isaac,5.4,4.4,0.6,0.9,1.1,0.5,0.414,0.258,27.0,PF,1.0,9.0,0.7,0.7,0.148,"27,600,000"
348,348,Dean Wade,5.4,4.2,1.3,0.7,0.3,0.4,0.413,0.36,28.0,PF,30.0,7.0,0.3,0.7,0.113,"6,166,667"
349,349,Keaton Wallace,5.4,1.6,2.6,0.9,0.3,1.1,0.401,0.329,25.0,PG,5.0,2.0,-2.3,0.0,0.034,"578,577"
350,350,Kobe Bufkin,5.3,2.1,1.7,0.3,0.2,0.8,0.383,0.211,21.0,SG,0.0,3.0,-4.0,-0.1,0.018,"4,299,000"
351,351,Jamal Cain,5.3,2.3,0.6,0.6,0.2,0.6,0.43,0.325,25.0,SF,0.0,4.0,-3.4,-0.2,0.036,"578,577"
352,352,Pat Connaughton,5.3,2.7,1.7,0.2,0.3,0.6,0.469,0.321,32.0,SG,1.0,11.0,-2.3,0.0,0.093,"9,423,869"
353,353,Kevin Love,5.3,4.1,1.0,0.7,0.2,0.6,0.357,0.358,36.0,PF,9.0,18.0,0.4,0.2,0.083,"3,850,000"
354,354,Ben Sheppard,5.3,2.8,1.3,0.6,0.2,0.3,0.418,0.342,23.0,SG,9.0,3.0,-2.0,0.0,0.081,"2,663,880"
355,355,Monte Morris,5.2,1.5,1.6,0.4,0.1,0.5,0.426,0.36,29.0,PG,0.0,9.0,-1.8,0.0,0.064,"2,800,834"
356,356,Javonte Green,5.1,3.2,0.8,1.0,0.5,0.5,0.429,0.326,31.0,SG,19.0,7.0,-2.3,-0.1,0.063,"1,728,448"
357,357,Javonte Green,5.1,3.2,0.8,1.0,0.5,0.5,0.429,0.326,31.0,SG,19.0,7.0,-2.3,-0.1,0.063,"696,955"
358,358,Alex Reese,5.1,3.1,0.3,0.7,0.7,0.4,0.481,0.366,25.0,PF,0.0,2.0,-1.2,0.0,0.109,"170,508"
359,359,Alex Reese,5.1,3.1,0.3,0.7,0.7,0.4,0.481,0.366,25.0,PF,0.0,2.0,-1.2,0.0,0.109,"79,804"
360,360,Bismack Biyombo,5.1,5.6,1.1,0.6,0.8,1.0,0.588,,32.0,C,26.0,15.0,-3.6,-0.2,0.071,"1,253,154"
361,361,Kai Jones,5.0,3.1,0.6,0.4,0.6,0.5,0.798,0.2,24.0,C,6.0,5.0,2.9,0.6,0.216,"578,577"
362,362,Kai Jones,5.0,3.1,0.6,0.4,0.6,0.5,0.798,0.2,24.0,C,6.0,5.0,2.9,0.6,0.216,"135,120"
363,363,Ben Simmons,5.0,4.7,5.6,0.7,0.5,2.0,0.52,,28.0,PG,24.0,9.0,-0.5,0.4,0.078,"39,256,083"
364,364,Ben Simmons,5.0,4.7,5.6,0.7,0.5,2.0,0.52,,28.0,PG,24.0,9.0,-0.5,0.4,0.078,"1,082,061"
365,365,Malaki Branham,5.0,1.1,0.8,0.2,0.0,0.7,0.458,0.405,21.0,SG,0.0,4.0,-3.2,-0.1,0.007,"3,217,920"
366,366,Neemias Queta,5.0,3.8,0.7,0.3,0.7,0.6,0.65,0.0,25.0,C,6.0,5.0,-0.7,0.3,0.179,"2,162,606"
367,367,Alondes Williams,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25.0,SG,0.0,4.0,44.1,0.0,0.565,"244,502"
368,368,Jaylen Martin,4.9,2.8,1.1,0.6,0.0,0.8,0.419,0.304,21.0,SF,0.0,2.0,-6.3,-0.3,-0.004,"209,114"
369,369,Jaylen Martin,4.9,2.8,1.1,0.6,0.0,0.8,0.419,0.304,21.0,SF,0.0,2.0,-6.3,-0.3,-0.004,"175,480"
370,370,Lindy Waters III,4.9,2.1,1.0,0.5,0.2,0.4,0.369,0.344,27.0,SG,9.0,5.0,-2.8,-0.2,0.062,"2,196,970"
371,371,Trevelin Queen,4.9,1.7,1.2,1.0,0.3,0.7,0.381,0.286,27.0,SG,2.0,5.0,-0.3,0.2,0.074,"578,577"
372,372,Colin Castleton,4.7,4.7,1.1,0.3,0.4,0.9,0.469,0.125,24.0,C,4.0,3.0,-5.0,-0.3,0.075,"534,045"
373,373,Colin Castleton,4.7,4.7,1.1,0.3,0.4,0.9,0.469,0.125,24.0,C,4.0,3.0,-5.0,-0.3,0.075,"314,053"
374,374,Taylor Hendricks,4.7,5.0,0.7,1.7,1.3,0.7,0.222,0.25,21.0,PF,3.0,3.0,-3.5,0.0,-0.008,"5,848,366"
375,375,David Roddy,4.6,2.5,1.1,0.4,0.3,0.7,0.456,0.311,23.0,PF,3.0,4.0,-1.5,0.1,0.062,"2,847,240"
376,376,David Roddy,4.6,2.5,1.1,0.4,0.3,0.7,0.456,0.311,23.0,PF,3.0,4.0,-1.5,0.1,0.062,"287,263"
377,377,David Roddy,4.6,2.5,1.1,0.4,0.3,0.7,0.456,0.311,23.0,PF,3.0,4.0,-1.5,0.1,0.062,"135,120"
378,378,Drew Eubanks,4.6,3.7,0.9,0.2,0.6,0.7,0.593,0.5,27.0,C,4.0,8.0,-0.7,0.3,0.107,"5,000,000"
379,379,Pelle Larsson,4.6,1.7,1.2,0.6,0.1,0.4,0.438,0.337,23.0,SG,8.0,2.0,-3.1,-0.2,0.086,"1,157,153"
380,380,Julian Phillips,4.6,2.1,0.5,0.5,0.3,0.3,0.446,0.327,21.0,SF,5.0,3.0,-3.0,-0.3,0.08,"1,891,857"
381,381,Cody Williams,4.6,2.3,1.2,0.5,0.3,0.9,0.323,0.259,20.0,SG,21.0,2.0,-7.3,-1.4,-0.053,"5,469,120"
382,382,Rob Dillingham,4.5,1.0,2.0,0.4,0.0,1.1,0.441,0.338,20.0,PG,1.0,2.0,-4.2,-0.3,0.012,"6,262,920"
383,383,Jett Howard,4.5,1.2,0.7,0.2,0.2,0.6,0.374,0.296,21.0,SF,0.0,3.0,-5.3,-0.6,0.01,"5,278,165"
384,384,Mason Plumlee,4.5,6.1,1.8,0.4,0.6,0.8,0.619,0.0,34.0,C,21.0,13.0,-0.6,0.5,0.136,"3,303,771"
385,385,Dalen Terry,4.5,1.7,1.3,0.6,0.2,0.7,0.448,0.356,22.0,SG,5.0,4.0,-3.8,-0.5,0.052,"3,510,480"
386,386,Marvin Bagley III,4.4,2.7,0.4,0.3,0.3,0.4,0.519,0.158,25.0,PF,2.0,8.0,-1.2,0.1,0.108,"12,500,000"
387,387,Charles Bassey,4.4,4.2,0.5,0.4,0.8,0.6,0.581,,24.0,C,1.0,5.0,-1.1,0.1,0.136,"2,162,606"
388,388,Tony Bradley,4.4,3.0,0.4,0.1,0.6,0.4,0.644,0.333,27.0,C,0.0,9.0,1.2,0.1,0.187,"635,312"
389,389,Reggie Jackson,4.4,1.4,1.5,0.5,0.1,0.5,0.391,0.338,34.0,PG,1.0,15.0,-4.0,-0.2,0.015,"3,303,771"
390,390,Reggie Jackson,4.4,1.4,1.5,0.5,0.1,0.5,0.391,0.338,34.0,PG,1.0,15.0,-4.0,-0.2,0.015,"1,946,229"
391,391,Reed Sheppard,4.4,1.5,1.4,0.7,0.3,0.7,0.351,0.338,20.0,PG,3.0,2.0,-1.7,0.1,0.055,"10,098,960"
392,392,Lamar Stevens,4.4,2.2,0.5,0.3,0.2,0.6,0.46,0.296,27.0,PF,1.0,6.0,-4.2,-0.1,0.052,"668,735"
393,393,Jevon Carter,4.3,1.1,1.1,0.4,0.1,0.3,0.377,0.333,29.0,PG,1.0,8.0,-2.1,0.0,0.046,"6,500,000"
394,394,Micah Potter,4.3,4.3,0.8,0.4,0.4,0.8,0.422,0.316,26.0,C,10.0,5.0,-3.5,-0.3,0.03,"578,577"
395,395,Daniel Theis,4.3,4.3,1.6,0.5,0.5,0.7,0.473,0.243,32.0,C,9.0,9.0,-3.3,-0.2,0.077,"2,800,834"
396,396,Torrey Craig,4.2,2.8,0.7,0.3,0.5,0.3,0.422,0.364,34.0,SF,4.0,9.0,-0.9,0.1,0.122,"2,845,342"
397,397,Torrey Craig,4.2,2.8,0.7,0.3,0.5,0.3,0.422,0.364,34.0,SF,4.0,9.0,-0.9,0.1,0.122,"1,046,289"
398,398,Wendell Moore Jr.,4.2,2.6,1.2,0.6,0.1,0.8,0.468,0.341,23.0,SG,1.0,4.0,-2.7,-0.1,0.063,"2,537,040"
399,399,Wendell Moore Jr.,4.2,2.6,1.2,0.6,0.1,0.8,0.468,0.341,23.0,SG,1.0,4.0,-2.7,-0.1,0.063,"186,594"
400,400,Dominick Barlow,4.2,2.4,0.5,0.3,0.5,0.1,0.531,0.259,21.0,SF,4.0,4.0,-2.2,0.0,0.131,"922,983"
401,401,Kessler Edwards,4.2,2.9,1.1,0.5,0.5,0.4,0.496,0.407,24.0,SF,18.0,5.0,-1.4,0.1,0.096,"578,577"
402,402,Oso Ighodaro,4.2,3.6,1.2,0.5,0.5,0.6,0.604,0.0,22.0,PF,6.0,2.0,-2.6,-0.2,0.075,"1,862,265"
403,403,Kris Murray,4.2,2.6,1.0,0.5,0.2,0.6,0.419,0.225,24.0,SF,6.0,3.0,-3.0,-0.3,0.033,"2,990,040"
404,404,Duop Reath,4.2,2.0,0.6,0.3,0.3,0.3,0.422,0.321,28.0,C,0.0,3.0,-0.3,0.2,0.105,"2,048,780"
405,405,Cam Spencer,4.2,1.2,1.4,0.4,0.0,0.2,0.415,0.365,24.0,SG,1.0,2.0,0.5,0.2,0.16,"578,577"
406,406,Maxwell Lewis,4.1,2.0,0.7,0.3,0.3,0.5,0.417,0.38,22.0,SF,1.0,3.0,-4.4,-0.2,0.03,"1,891,857"
407,407,Jaylen Clark,4.1,1.3,0.7,0.9,0.1,0.2,0.467,0.431,23.0,SG,4.0,2.0,-0.2,0.2,0.147,"907,334"
408,408,Jordan Miller,4.1,1.6,0.9,0.5,0.1,0.7,0.433,0.211,25.0,SF,0.0,3.0,-2.8,-0.1,0.049,"1,471,445"
409,409,Jalen Pickett,4.1,1.4,2.2,0.4,0.1,0.5,0.428,0.396,25.0,SG,4.0,3.0,-1.5,0.1,0.078,"1,891,857"
410,410,Paul Reed,4.1,2.7,1.0,0.9,0.6,0.6,0.507,0.286,25.0,C,0.0,6.0,2.9,0.5,0.173,"4,015,938"
411,411,Gui Santos,4.1,3.1,1.4,0.4,0.2,0.8,0.458,0.33,22.0,PF,2.0,3.0,-1.7,0.1,0.11,"1,891,857"
412,412,Jarred Vanderbilt,4.1,5.1,1.1,1.0,0.3,0.8,0.488,0.281,25.0,PF,2.0,8.0,-1.0,0.2,0.114,"10,714,286"
413,413,Colby Jones,4.0,2.2,1.1,0.7,0.3,0.6,0.457,0.327,22.0,SG,0.0,3.0,-2.8,-0.1,0.053,"2,120,693"
414,414,Nicolas Batum,4.0,2.8,1.1,0.7,0.5,0.4,0.437,0.433,36.0,PF,8.0,18.0,0.8,1.0,0.124,"4,668,000"
415,415,Malachi Flynn,4.0,1.8,1.8,0.8,0.0,1.0,0.385,0.25,26.0,PG,0.0,6.0,-2.8,0.0,0.043,"128,603"
416,416,Ron Harper Jr.,4.0,7.0,2.0,0.0,0.0,0.0,0.125,0.0,24.0,SF,0.0,4.0,-14.7,0.0,-0.06,"315,280"
417,417,Josh Richardson,4.0,1.5,1.5,1.0,0.1,1.0,0.289,0.273,31.0,SG,0.0,11.0,-6.7,-0.2,-0.021,"3,051,153"
418,418,Steven Adams,3.9,5.6,1.1,0.4,0.5,0.9,0.545,0.0,31.0,C,3.0,13.0,0.3,0.5,0.137,"12,600,000"
419,419,Kyle Lowry,3.9,1.9,2.7,0.9,0.3,0.6,0.35,0.33,38.0,PG,12.0,20.0,-1.3,0.1,0.07,"3,303,771"
420,420,Branden Carlson,3.8,1.7,0.4,0.2,0.7,0.2,0.443,0.333,25.0,C,0.0,2.0,1.3,0.2,0.177,"717,538"
421,421,Branden Carlson,3.8,1.7,0.4,0.2,0.7,0.2,0.443,0.333,25.0,C,0.0,2.0,1.3,0.2,0.177,"77,500"
422,422,Devin Carter,3.8,2.1,1.1,0.6,0.1,0.5,0.37,0.295,22.0,PG,0.0,2.0,-3.2,-0.1,0.043,"4,689,000"
423,423,Ousmane Dieng,3.8,2.2,0.8,0.5,0.2,0.5,0.432,0.324,21.0,C,1.0,4.0,-0.9,0.1,0.104,"5,027,040"
424,424,Markieff Morris,3.7,1.5,1.4,0.1,0.2,0.3,0.3,0.25,35.0,PF,2.0,15.0,-7.6,-0.2,-0.044,"3,303,771"
425,425,Emoni Bates,3.7,0.7,0.8,0.1,0.1,0.2,0.342,0.367,21.0,SF,0.0,3.0,-1.5,0.0,0.038,"578,577"
426,426,DeAndre Jordan,3.7,5.1,0.9,0.3,0.5,0.7,0.65,,36.0,C,5.0,18.0,-1.2,0.2,0.127,"3,303,771"
427,427,Jackson Rowe,3.7,1.8,0.7,0.7,0.0,0.2,0.471,0.3,28.0,PF,0.0,2.0,1.0,0.0,0.153,"244,502"
428,428,Blake Wesley,3.7,1.1,2.0,0.6,0.1,0.9,0.435,0.293,21.0,SG,0.0,4.0,-4.2,-0.4,0.011,"2,624,280"
429,429,JT Thor,3.6,2.4,0.3,0.4,0.5,0.5,0.424,0.286,22.0,PF,0.0,5.0,-5.4,-0.2,0.033,"578,577"
430,430,Baylor Scheierman,3.6,2.1,1.1,0.5,0.1,0.4,0.355,0.317,24.0,SG,2.0,2.0,-1.7,0.0,0.089,"2,494,320"
431,431,Jae'Sean Tate,3.6,2.3,0.9,0.5,0.1,0.4,0.473,0.348,29.0,SF,2.0,6.0,-0.7,0.2,0.133,"7,565,217"
432,432,Jaylon Tyson,3.6,2.0,0.9,0.3,0.1,0.6,0.43,0.345,22.0,SG,3.0,2.0,-2.7,-0.1,0.083,"3,326,160"
433,433,Elfrid Payton,3.5,3.3,6.9,1.0,0.5,2.5,0.328,0.167,30.0,PG,9.0,12.0,-6.4,-0.6,-0.057,"652,671"
434,434,Elfrid Payton,3.5,3.3,6.9,1.0,0.5,2.5,0.328,0.167,30.0,PG,9.0,12.0,-6.4,-0.6,-0.057,"446,565"
435,435,Luka Garza,3.5,1.4,0.3,0.2,0.1,0.3,0.495,0.278,26.0,C,0.0,5.0,-2.3,0.0,0.144,"2,162,606"
436,436,Cory Joseph,3.5,1.5,1.4,0.5,0.1,0.4,0.403,0.364,33.0,PG,16.0,15.0,-0.8,0.2,0.114,"3,303,771"
437,437,Doug McDermott,3.5,0.5,0.2,0.1,0.0,0.1,0.427,0.436,33.0,SF,3.0,12.0,-3.2,-0.1,0.061,"3,303,771"
438,438,Dario Šarić,3.5,3.1,1.4,0.4,0.1,0.9,0.362,0.269,30.0,C,4.0,10.0,-4.8,-0.1,0.001,"5,168,000"
439,439,Jamaree Bouyea,3.4,1.0,2.0,0.8,0.4,1.6,0.5,0.2,25.0,PG,1.0,4.0,-5.4,0.0,0.007,"135,120"
440,440,Bruno Fernando,3.4,3.0,1.1,0.2,0.5,0.8,0.531,,26.0,C,2.0,7.0,-0.7,0.1,0.085,"1,115,128"
441,441,Isaac Jones,3.4,1.4,0.3,0.1,0.3,0.4,0.651,0.375,24.0,PF,0.0,2.0,-1.7,0.0,0.115,"641,962"
442,442,Kevin Knox,3.3,1.2,0.4,0.1,0.3,0.3,0.5,0.267,25.0,SF,0.0,8.0,-1.3,0.0,0.121,"660,790"
443,443,Damion Lee,3.3,0.8,0.4,0.2,0.0,0.4,0.365,0.243,32.0,SG,0.0,9.0,-5.1,-0.1,-0.031,"2,800,834"
444,444,Elijah Harkless,3.2,2.1,0.8,1.0,0.1,0.3,0.314,0.28,24.0,SG,0.0,2.0,-3.8,-0.1,0.023,"331,365"
445,445,Zeke Nnaji,3.2,1.6,0.4,0.4,0.7,0.2,0.496,0.327,24.0,PF,4.0,6.0,-1.3,0.1,0.097,"8,888,889"
446,446,Cam Reddish,3.2,2.0,0.7,1.0,0.3,0.4,0.404,0.277,25.0,SF,8.0,7.0,-2.7,-0.1,0.054,"2,463,946"
447,447,Delon Wright,3.1,1.7,1.9,0.9,0.3,0.6,0.344,0.274,32.0,PG,7.0,11.0,-1.4,0.1,0.053,"3,003,427"
448,448,Gary Harris,3.0,1.3,0.6,0.5,0.3,0.4,0.383,0.356,30.0,SG,3.0,12.0,-2.7,-0.1,0.067,"7,500,000"
449,449,Maxi Kleber,3.0,2.8,1.3,0.3,0.5,0.7,0.385,0.265,33.0,PF,4.0,9.0,-3.8,-0.3,0.023,"11,000,000"
450,450,Taze Moore,3.0,4.0,0.5,1.0,0.0,1.0,0.2,0.25,26.0,SG,0.0,3.0,-4.3,0.0,-0.15,"578,577"
451,451,Rayan Rupert,3.0,1.3,0.5,0.3,0.1,0.6,0.408,0.271,20.0,SG,0.0,3.0,-4.7,-0.3,0.007,"1,891,857"
452,452,P.J. Tucker,3.0,2.7,0.0,0.3,0.3,0.3,0.429,0.5,39.0,SF,1.0,20.0,-7.2,-0.1,0.07,"11,539,000"
453,453,P.J. Tucker,3.0,2.7,0.0,0.3,0.3,0.3,0.429,0.5,39.0,SF,1.0,20.0,-7.2,-0.1,0.07,"626,577"
454,454,Pete Nance,2.9,1.6,0.8,0.2,0.2,0.3,0.438,0.375,24.0,PF,1.0,3.0,-4.9,-0.1,0.064,"147,988"
455,455,Markelle Fultz,2.9,1.0,1.3,0.5,0.1,0.7,0.418,0.5,26.0,PG,0.0,9.0,-4.7,-0.1,-0.026,"981,902"
456,456,Tyler Smith,2.9,1.1,0.2,0.1,0.2,0.3,0.48,0.433,20.0,PF,0.0,2.0,-0.9,0.0,0.083,"1,157,153"
457,457,RayJ Dennis,2.7,1.1,1.3,0.6,0.2,0.5,0.333,0.286,23.0,PG,0.0,2.0,0.7,0.0,0.036,"324,931"
458,458,David Duke Jr.,2.7,0.8,0.7,0.2,0.0,0.3,0.429,0.5,25.0,SG,0.0,5.0,-1.5,0.0,0.023,"578,577"
459,459,Keshad Johnson,2.7,1.8,0.3,0.3,0.3,0.3,0.692,0.429,23.0,SF,0.0,2.0,-0.1,0.0,0.181,"937,214"
460,460,Reece Beekman,2.6,1.1,1.8,0.9,0.1,0.6,0.327,0.175,23.0,PG,4.0,2.0,-5.4,-0.4,0.01,"578,577"
461,461,Hunter Tyson,2.6,1.5,0.4,0.2,0.1,0.3,0.375,0.311,24.0,PF,2.0,3.0,-4.8,-0.3,0.047,"1,891,857"
462,462,Jaden Springer,2.5,1.3,0.8,0.6,0.1,0.4,0.389,0.25,22.0,SG,2.0,5.0,-2.7,-0.1,0.07,"4,018,363"
463,463,Jaden Springer,2.5,1.3,0.8,0.6,0.1,0.4,0.389,0.25,22.0,SG,2.0,5.0,-2.7,-0.1,0.07,"758,725"
464,464,Trey Jemison,2.5,2.8,0.4,0.2,0.4,0.6,0.554,,25.0,C,0.0,3.0,-6.8,-0.5,0.037,"578,577"
465,465,Trey Jemison,2.5,2.8,0.4,0.2,0.4,0.6,0.554,,25.0,C,0.0,3.0,-6.8,-0.5,0.037,"286,325"
466,466,Anthony Gill,2.5,1.3,0.3,0.2,0.0,0.2,0.489,0.323,32.0,PF,0.0,6.0,-4.5,-0.3,0.058,"2,237,691"
467,467,Dillon Jones,2.5,2.2,1.1,0.3,0.1,0.5,0.383,0.254,23.0,SF,3.0,2.0,-4.0,-0.3,0.067,"2,622,360"
468,468,Pat Spencer,2.5,1.2,1.2,0.4,0.1,0.5,0.406,0.227,28.0,PG,0.0,3.0,-1.6,0.0,0.055,"869,906"
469,469,Johnny Davis,2.4,1.1,0.3,0.4,0.2,0.2,0.41,0.241,22.0,SG,0.0,50.0,-2.8,0.0,0.01,"5,291,160"
470,470,Christian Koloko,2.4,2.5,0.4,0.2,0.4,0.3,0.606,0.0,24.0,C,0.0,4.0,-2.8,-0.1,0.13,"578,577"
471,471,John Konchar,2.4,3.3,0.9,0.7,0.3,0.3,0.451,0.371,28.0,SG,4.0,7.0,1.7,0.5,0.131,"6,165,000"
472,472,MarJon Beauchamp,2.3,1.3,0.3,0.1,0.0,0.4,0.415,0.345,24.0,SF,0.0,4.0,-4.3,-0.1,0.02,"2,733,720"
473,473,MarJon Beauchamp,2.3,1.3,0.3,0.1,0.0,0.4,0.415,0.345,24.0,SF,0.0,4.0,-4.3,-0.1,0.02,"131,903"
474,474,Bronny James,2.3,0.7,0.8,0.3,0.1,0.5,0.313,0.281,20.0,SG,1.0,2.0,-7.2,-0.2,-0.043,"1,157,153"
475,475,Mason Jones,2.3,0.9,1.1,0.0,0.1,0.1,0.5,0.125,26.0,SG,0.0,6.0,2.9,0.1,0.198,"578,577"
476,476,Miles Norris,2.3,3.0,0.0,0.7,0.3,0.0,0.222,0.286,24.0,PF,0.0,2.0,-1.9,0.0,0.049,"131,903"
477,477,Patrick Baldwin Jr.,2.2,1.0,0.1,0.1,0.1,0.2,0.543,0.565,22.0,SF,0.0,4.0,1.5,0.1,0.098,"2,448,840"
478,478,Patrick Baldwin Jr.,2.2,1.0,0.1,0.1,0.1,0.2,0.543,0.565,22.0,SF,0.0,4.0,1.5,0.1,0.098,"141,554"
479,479,Drew Peterson,2.2,1.6,0.5,0.2,0.1,0.3,0.415,0.394,25.0,PF,1.0,3.0,-0.8,0.1,0.115,"578,577"
480,480,TyTy Washington Jr.,2.2,0.8,1.0,0.2,0.0,0.2,0.311,0.19,23.0,PG,0.0,4.0,-8.0,-0.2,-0.065,"578,577"
481,481,Jordan McLaughlin,2.1,0.7,1.1,0.3,0.0,0.3,0.431,0.413,28.0,PG,0.0,7.0,-1.6,0.0,0.098,"2,425,403"
482,482,JD Davison,2.1,0.8,0.8,0.3,0.1,0.8,0.353,0.222,22.0,PG,0.0,4.0,-6.2,-0.1,-0.081,"571,779"
483,483,Chris Duarte,2.1,1.2,0.5,0.0,0.0,0.1,0.462,0.4,27.0,SG,0.0,5.0,1.2,0.1,0.171,"5,893,768"
484,484,Enrique Freeman,2.1,1.4,0.4,0.1,0.1,0.3,0.432,0.1,24.0,PF,1.0,2.0,-6.3,-0.2,0.046,"578,577"
485,485,Johnny Furphy,2.1,1.4,0.4,0.4,0.2,0.2,0.38,0.3,20.0,SG,0.0,2.0,-2.5,0.0,0.07,"1,850,842"
486,486,Dwight Powell,2.1,2.1,1.0,0.3,0.4,0.3,0.689,0.4,33.0,C,3.0,12.0,0.0,0.3,0.147,"4,000,000"
487,487,Josh Christopher,2.0,0.6,0.6,0.4,0.2,0.4,0.355,0.182,23.0,SG,0.0,5.0,-7.9,-0.1,-0.073,"578,577"
488,488,Tyler Kolek,2.0,0.7,1.7,0.3,0.1,0.4,0.329,0.298,23.0,PG,0.0,2.0,-2.8,-0.1,0.058,"2,087,519"
489,489,Adama Sanogo,2.0,1.5,0.3,0.0,0.0,0.3,0.571,,22.0,C,0.0,3.0,-2.6,0.0,0.105,"578,577"
490,490,Kobe Brown,1.9,1.6,0.6,0.2,0.1,0.3,0.458,0.231,25.0,PF,0.0,3.0,-2.1,0.0,0.085,"2,534,024"
491,491,Ariel Hukporti,1.9,2.0,0.4,0.0,0.6,0.8,0.677,,22.0,C,1.0,2.0,-5.6,-0.2,0.02,"1,112,306"
492,492,Bobi Klintman,1.9,0.9,0.9,0.3,0.1,0.1,0.6,0.4,21.0,SF,0.0,2.0,1.0,0.0,0.208,"1,157,153"
493,493,Garrett Temple,1.9,1.0,1.1,0.6,0.1,0.4,0.3,0.214,38.0,SG,0.0,17.0,-3.6,-0.1,0.033,"3,303,771"
494,494,Jericho Sims,1.8,3.7,0.6,0.2,0.4,0.6,0.634,,26.0,C,5.0,5.0,-3.0,-0.2,0.096,"2,092,344"
495,495,Vlatko Čančar,1.8,2.5,0.7,0.2,0.2,0.8,0.385,0.267,27.0,PF,0.0,7.0,-7.1,-0.2,-0.034,"2,425,403"
496,496,Adam Flagler,1.8,0.7,0.3,0.2,0.1,0.1,0.26,0.194,25.0,SG,0.0,3.0,-10.3,-0.4,-0.062,"578,577"
497,497,Trentyn Flowers,1.8,0.7,0.0,0.0,0.0,0.2,0.364,0.0,19.0,SF,0.0,2.0,-8.3,0.0,-0.033,"578,577"
498,498,E.J. Liddell,1.8,0.8,0.3,0.1,0.1,0.2,0.533,0.3,24.0,PF,0.0,3.0,-4.1,0.0,0.108,"706,898"
499,499,E.J. Liddell,1.8,0.8,0.3,0.1,0.1,0.2,0.533,0.3,24.0,PF,0.0,3.0,-4.1,0.0,0.108,"578,577"
500,500,Jahmir Young,1.8,0.5,1.0,0.0,0.0,0.2,0.8,0.5,24.0,PG,0.0,2.0,0.5,0.0,0.22,"173,725"
501,501,Pacome Dadiet,1.7,1.0,0.3,0.2,0.1,0.2,0.323,0.316,19.0,SG,0.0,2.0,-6.5,-0.1,0.002,"1,808,080"
502,502,Alex Ducas,1.7,1.2,0.2,0.2,0.0,0.2,0.4,0.476,24.0,SG,0.0,2.0,-2.0,0.0,0.125,"578,577"
503,503,PJ Hall,1.7,1.2,0.2,0.0,0.2,0.1,0.583,0.25,22.0,C,0.0,2.0,-1.3,0.0,0.168,"578,577"
504,504,Emanuel Miller,1.7,1.3,0.3,0.2,0.0,0.0,0.5,0.0,24.0,PF,0.0,2.0,-1.8,0.0,0.201,"344,234"
505,505,Alex Len,1.6,2.1,0.8,0.2,0.5,0.4,0.508,0.222,31.0,C,7.0,13.0,-2.6,-0.1,0.083,"3,303,771"
506,506,Alex Len,1.6,2.1,0.8,0.2,0.5,0.4,0.508,0.222,31.0,C,7.0,13.0,-2.6,-0.1,0.083,"1,177,206"
507,507,Yuki Kawamura,1.6,0.5,0.9,0.1,0.0,0.2,0.367,0.304,23.0,PG,0.0,2.0,-2.8,0.0,0.095,"578,577"
508,508,Jack McVeigh,1.6,0.6,0.1,0.0,0.2,0.2,0.294,0.308,28.0,PF,0.0,2.0,-7.7,-0.1,-0.031,"578,577"
509,509,Armel Traoré,1.6,1.7,0.1,0.4,0.2,0.3,0.316,0.0,22.0,SF,0.0,2.0,-9.8,-0.1,-0.092,"578,577"
510,510,Jordan Walsh,1.6,1.3,0.4,0.2,0.2,0.3,0.361,0.273,20.0,PF,1.0,3.0,-3.9,-0.2,0.044,"1,891,857"
511,511,Sidy Cissoko,1.5,1.0,0.7,0.1,0.0,0.5,0.433,0.231,20.0,SF,0.0,3.0,-5.1,-0.1,-0.045,"1,891,857"
512,512,Sidy Cissoko,1.5,1.0,0.7,0.1,0.0,0.5,0.433,0.231,20.0,SF,0.0,3.0,-5.1,-0.1,-0.045,"209,114"
513,513,Jazian Gortman,1.5,0.3,0.4,0.1,0.1,0.3,0.391,0.364,21.0,PG,0.0,2.0,-6.3,-0.1,-0.056,"578,577"
514,514,Kevin McCullar Jr.,1.5,2.0,0.5,0.3,0.3,0.0,0.286,0.0,23.0,SF,0.0,2.0,-7.2,0.0,0.06,"578,577"
515,515,Leonard Miller,1.5,0.8,0.0,0.2,0.1,0.2,0.4,0.0,21.0,SF,0.0,3.0,-3.7,0.0,0.145,"1,891,857"
516,516,Quincy Olivari,1.5,0.0,0.5,0.0,0.0,0.5,0.2,0.2,23.0,PG,0.0,2.0,-18.6,0.0,-0.3,"578,577"
517,517,Matt Ryan,1.5,0.4,0.2,0.1,0.0,0.2,0.323,0.316,27.0,SF,0.0,5.0,-7.5,-0.1,-0.057,"978,541"
